  0.0000000e+000  1.0000000e+000  2.6300000e-001
  0.0000000e+000  1.0000000e+000  2.3100000e-001
  0.0000000e+000  1.0000000e+000  1.8000000e-001
  0.0000000e+000  1.0000000e+000  1.4900000e-001
  0.0000000e+000  1.0000000e+000  8.2000000e-002
  0.0000000e+000  1.0000000e+000  4.7000000e-002
  0.0000000e+000  1.0000000e+000  0.0000000e+000
  3.1000000e-002  1.0000000e+000  0.0000000e+000
  8.2000000e-002  1.0000000e+000  0.0000000e+000
  1.1400000e-001  1.0000000e+000  0.0000000e+000
  1.8000000e-001  1.0000000e+000  0.0000000e+000
  2.1600000e-001  1.0000000e+000  0.0000000e+000
  2.6300000e-001  1.0000000e+000  0.0000000e+000
  3.1400000e-001  1.0000000e+000  0.0000000e+000
  3.6500000e-001  1.0000000e+000  0.0000000e+000
  4.3100000e-001  1.0000000e+000  0.0000000e+000
  4.6700000e-001  1.0000000e+000  0.0000000e+000
  5.1400000e-001  1.0000000e+000  0.0000000e+000
  5.4900000e-001  1.0000000e+000  0.0000000e+000
  6.0000000e-001  1.0000000e+000  0.0000000e+000
  6.3100000e-001  1.0000000e+000  0.0000000e+000
  6.9800000e-001  1.0000000e+000  0.0000000e+000
  7.3300000e-001  1.0000000e+000  0.0000000e+000
  7.8000000e-001  1.0000000e+000  0.0000000e+000
  8.1600000e-001  1.0000000e+000  0.0000000e+000
  8.6700000e-001  1.0000000e+000  0.0000000e+000
  8.9800000e-001  1.0000000e+000  0.0000000e+000
  9.6500000e-001  1.0000000e+000  0.0000000e+000
  1.0000000e+000  9.8000000e-001  0.0000000e+000
  1.0000000e+000  9.3300000e-001  0.0000000e+000
  1.0000000e+000  8.9800000e-001  0.0000000e+000
  1.0000000e+000  8.4700000e-001  0.0000000e+000
  1.0000000e+000  7.8000000e-001  0.0000000e+000
  1.0000000e+000  7.4900000e-001  0.0000000e+000
  1.0000000e+000  6.9800000e-001  0.0000000e+000
  1.0000000e+000  6.6700000e-001  0.0000000e+000
  1.0000000e+000  6.3100000e-001  0.0000000e+000
  1.0000000e+000  5.8000000e-001  0.0000000e+000
  1.0000000e+000  5.1400000e-001  0.0000000e+000
  1.0000000e+000  4.8200000e-001  0.0000000e+000
  1.0000000e+000  4.3100000e-001  0.0000000e+000
  1.0000000e+000  4.0000000e-001  0.0000000e+000
  1.0000000e+000  3.4900000e-001  0.0000000e+000
  1.0000000e+000  3.1400000e-001  0.0000000e+000
  1.0000000e+000  2.3100000e-001  0.0000000e+000
  1.0000000e+000  2.0000000e-001  0.0000000e+000
  1.0000000e+000  1.4900000e-001  0.0000000e+000
  1.0000000e+000  1.1400000e-001  0.0000000e+000
  1.0000000e+000  6.7000000e-002  0.0000000e+000
  1.0000000e+000  0.0000000e+000  0.0000000e+000
  1.0000000e+000  0.0000000e+000  0.0000000e+000
