  0.0000000e+000  0.0000000e+000  0.0000000e+000
  3.5000000e-002  0.0000000e+000  2.7000000e-002
  7.1000000e-002  0.0000000e+000  5.5000000e-002
  1.0600000e-001  0.0000000e+000  9.0000000e-002
  1.4100000e-001  0.0000000e+000  1.2500000e-001
  1.7600000e-001  0.0000000e+000  1.6900000e-001
  2.2700000e-001  0.0000000e+000  2.3100000e-001
  2.5100000e-001  0.0000000e+000  2.6700000e-001
  2.7100000e-001  0.0000000e+000  3.0200000e-001
  2.9000000e-001  0.0000000e+000  3.3700000e-001
  3.1000000e-001  0.0000000e+000  3.7300000e-001
  3.2200000e-001  0.0000000e+000  4.0800000e-001
  3.2900000e-001  0.0000000e+000  4.6300000e-001
  3.4100000e-001  0.0000000e+000  4.9800000e-001
  3.3700000e-001  0.0000000e+000  5.3300000e-001
  3.4100000e-001  0.0000000e+000  5.6900000e-001
  3.2900000e-001  0.0000000e+000  6.2400000e-001
  3.2900000e-001  0.0000000e+000  6.5900000e-001
  3.0600000e-001  0.0000000e+000  7.1400000e-001
  2.9800000e-001  0.0000000e+000  7.4900000e-001
  2.7500000e-001  0.0000000e+000  7.8400000e-001
  2.5900000e-001  0.0000000e+000  8.2000000e-001
  2.2700000e-001  0.0000000e+000  8.5500000e-001
  1.8000000e-001  0.0000000e+000  9.1000000e-001
  1.5700000e-001  0.0000000e+000  9.4500000e-001
  1.2900000e-001  0.0000000e+000  9.8000000e-001
  8.2000000e-002  0.0000000e+000  1.0000000e+000
  4.7000000e-002  0.0000000e+000  1.0000000e+000
  0.0000000e+000  0.0000000e+000  1.0000000e+000
  0.0000000e+000  6.3000000e-002  1.0000000e+000
  0.0000000e+000  9.8000000e-002  1.0000000e+000
  0.0000000e+000  1.6500000e-001  1.0000000e+000
  0.0000000e+000  2.0000000e-001  1.0000000e+000
  0.0000000e+000  2.4700000e-001  1.0000000e+000
  0.0000000e+000  2.8200000e-001  1.0000000e+000
  0.0000000e+000  3.4900000e-001  1.0000000e+000
  0.0000000e+000  3.8000000e-001  1.0000000e+000
  0.0000000e+000  4.3100000e-001  1.0000000e+000
  0.0000000e+000  4.6700000e-001  1.0000000e+000
  0.0000000e+000  5.1400000e-001  1.0000000e+000
  0.0000000e+000  5.4900000e-001  1.0000000e+000
  0.0000000e+000  6.1600000e-001  1.0000000e+000
  0.0000000e+000  6.4700000e-001  1.0000000e+000
  0.0000000e+000  6.9800000e-001  1.0000000e+000
  0.0000000e+000  7.3300000e-001  1.0000000e+000
  0.0000000e+000  7.8000000e-001  1.0000000e+000
  0.0000000e+000  8.4700000e-001  1.0000000e+000
  0.0000000e+000  8.9800000e-001  1.0000000e+000
  0.0000000e+000  9.4900000e-001  1.0000000e+000
  0.0000000e+000  9.8000000e-001  1.0000000e+000
  0.0000000e+000  1.0000000e+000  9.6500000e-001
  0.0000000e+000  1.0000000e+000  8.6300000e-001
  0.0000000e+000  1.0000000e+000  7.8000000e-001
  0.0000000e+000  1.0000000e+000  6.9800000e-001
  0.0000000e+000  1.0000000e+000  5.9600000e-001
  0.0000000e+000  1.0000000e+000  5.1400000e-001
  0.0000000e+000  1.0000000e+000  4.1600000e-001
  0.0000000e+000  1.0000000e+000  3.4900000e-001
  0.0000000e+000  1.0000000e+000  3.1400000e-001
